transaction_id,customer_id,date,account_type,merchant,category,amount
TXN00375,CUST0064,2026-06-22,checking,Netflix,entertainment,-129.51
TXN00376,CUST0064,2026-06-25,checking,Duke Energy,utilities,-170.75
TXN00386,CUST0065,2026-05-19,checking,Amazon,shopping,-171.19
TXN00387,CUST0065,2026-05-19,checking,Home Depot,home,-105.49
TXN00384,CUST0065,2026-05-21,checking,Walmart,shopping,-227.6
TXN00388,CUST0065,2026-06-05,checking,Home Depot,home,-65.11
TXN00383,CUST0065,2026-06-12,checking,Starbucks,dining,-180.31
TXN00385,CUST0065,2026-06-13,checking,Direct Deposit - Payroll,income,2926.19
TXN00382,CUST0065,2026-06-16,checking,Netflix,entertainment,-80.57
TXN00390,CUST0066,2026-05-16,savings,Starbucks,dining,-184.58
TXN00395,CUST0066,2026-05-19,checking,Home Depot,home,-231.72
TXN00393,CUST0066,2026-05-21,checking,Home Depot,home,-80.49
TXN00394,CUST0066,2026-05-30,checking,Amazon,shopping,-60.0
TXN00392,CUST0066,2026-06-06,checking,Chipotle,dining,-78.56
TXN00391,CUST0066,2026-06-20,checking,CVS Pharmacy,health,-13.84
TXN00389,CUST0066,2026-06-23,checking,Direct Deposit - Payroll,income,1563.31
TXN00396,CUST0066,2026-06-23,checking,CVS Pharmacy,health,-234.18
TXN00403,CUST0067,2026-05-17,checking,Direct Deposit - Payroll,income,2206.15
TXN00397,CUST0067,2026-05-23,checking,Direct Deposit - Payroll,income,2908.3
TXN00401,CUST0067,2026-05-28,checking,Home Depot,home,-58.32
TXN00402,CUST0067,2026-06-02,checking,Shell Gas,gas,-237.6
TXN00400,CUST0067,2026-06-05,savings,Home Depot,home,-106.64
TXN00399,CUST0067,2026-06-08,checking,Kroger,groceries,-55.69
TXN00398,CUST0067,2026-06-23,checking,Home Depot,home,-64.14
TXN00406,CUST0068,2026-05-17,checking,Target,shopping,-14.75
TXN00411,CUST0068,2026-05-19,checking,Amazon,shopping,-177.92
TXN00407,CUST0068,2026-05-27,checking,Duke Energy,utilities,-68.25
TXN00408,CUST0068,2026-05-27,savings,Amazon,shopping,-160.83
TXN00412,CUST0068,2026-05-29,checking,Target,shopping,-63.46
TXN00404,CUST0068,2026-06-03,checking,Delta Airlines,travel,-175.77
TXN00409,CUST0068,2026-06-08,checking,Starbucks,dining,-18.61
TXN00413,CUST0068,2026-06-08,checking,Home Depot,home,-234.22
TXN00410,CUST0068,2026-06-11,checking,Walmart,shopping,-53.55
TXN00405,CUST0068,2026-06-22,checking,CVS Pharmacy,health,-232.32
TXN00416,CUST0069,2026-05-19,checking,Chipotle,dining,-45.63
TXN00414,CUST0069,2026-05-25,savings,Amazon,shopping,-38.9
TXN00415,CUST0069,2026-05-26,checking,Netflix,entertainment,-204.59
TXN00420,CUST0069,2026-06-02,checking,Starbucks,dining,-176.6
TXN00417,CUST0069,2026-06-05,checking,Amazon,shopping,-117.45
TXN00419,CUST0069,2026-06-13,checking,Walmart,shopping,-14.68
TXN00418,CUST0069,2026-06-30,checking,Duke Energy,utilities,-173.77
TXN00424,CUST0070,2026-05-25,checking,Home Depot,home,-245.13
TXN00421,CUST0070,2026-06-07,checking,Amazon,shopping,-119.29
TXN00423,CUST0070,2026-06-25,savings,Target,shopping,-188.61
TXN00422,CUST0070,2026-06-30,checking,Starbucks,dining,-21.67
TXN00431,CUST0071,2026-05-18,savings,Amazon,shopping,-133.26
TXN00428,CUST0071,2026-05-20,checking,Direct Deposit - Payroll,income,2598.73
TXN00427,CUST0071,2026-05-22,checking,Direct Deposit - Payroll,income,1771.95
TXN00425,CUST0071,2026-05-30,checking,Shell Gas,gas,-239.36
TXN00430,CUST0071,2026-06-07,checking,AT&T,utilities,-39.7
TXN00426,CUST0071,2026-06-08,checking,Netflix,entertainment,-83.17
TXN00429,CUST0071,2026-06-29,checking,Netflix,entertainment,-187.87
TXN00436,CUST0072,2026-05-16,checking,Shell Gas,gas,-158.54
TXN00432,CUST0072,2026-05-22,checking,Shell Gas,gas,-208.28
TXN00434,CUST0072,2026-06-07,checking,Walmart,shopping,-37.54
TXN00433,CUST0072,2026-06-08,checking,Walmart,shopping,-163.24
TXN00435,CUST0072,2026-06-28,checking,Duke Energy,utilities,-62.89
TXN00438,CUST0073,2026-05-23,checking,Target,shopping,-248.93
TXN00443,CUST0073,2026-05-29,checking,Duke Energy,utilities,-209.05
TXN00441,CUST0073,2026-05-31,savings,Shell Gas,gas,-213.26
TXN00437,CUST0073,2026-06-03,checking,Direct Deposit - Payroll,income,1632.88
TXN00440,CUST0073,2026-06-05,checking,Amazon,shopping,-160.64
TXN00439,CUST0073,2026-06-16,checking,Uber,transport,-38.9
TXN00445,CUST0073,2026-06-26,checking,Delta Airlines,travel,-223.09
TXN00444,CUST0073,2026-06-27,checking,Chipotle,dining,-21.71
TXN00442,CUST0073,2026-06-28,checking,Netflix,entertainment,-95.63
TXN00447,CUST0074,2026-05-25,checking,Chipotle,dining,-113.02
TXN00449,CUST0074,2026-05-27,checking,Delta Airlines,travel,-117.28
TXN00453,CUST0074,2026-05-31,checking,Uber,transport,-238.39
TXN00450,CUST0074,2026-06-05,checking,Direct Deposit - Payroll,income,1508.73
TXN00454,CUST0074,2026-06-09,checking,CVS Pharmacy,health,-77.63
TXN00452,CUST0074,2026-06-11,checking,Home Depot,home,-153.85
TXN00455,CUST0074,2026-06-18,savings,Delta Airlines,travel,-10.85
TXN00446,CUST0074,2026-06-20,checking,Kroger,groceries,-207.21
TXN00448,CUST0074,2026-06-25,checking,CVS Pharmacy,health,-52.07
TXN00451,CUST0074,2026-06-27,checking,Uber,transport,-203.54
TXN00457,CUST0075,2026-06-04,checking,CVS Pharmacy,health,-140.5
TXN00458,CUST0075,2026-06-05,checking,Walmart,shopping,-142.94
TXN00460,CUST0075,2026-06-14,checking,Delta Airlines,travel,-58.43
TXN00461,CUST0075,2026-06-14,checking,CVS Pharmacy,health,-134.57
TXN00459,CUST0075,2026-06-18,checking,Starbucks,dining,-48.4
TXN00456,CUST0075,2026-06-21,checking,CVS Pharmacy,health,-174.07
TXN00471,CUST0076,2026-05-23,checking,Kroger,groceries,-7.73
TXN00463,CUST0076,2026-05-24,checking,Home Depot,home,-130.24
TXN00462,CUST0076,2026-05-25,checking,Netflix,entertainment,-59.73
TXN00465,CUST0076,2026-05-26,checking,AT&T,utilities,-216.42
TXN00470,CUST0076,2026-06-15,checking,Walmart,shopping,-18.16
TXN00468,CUST0076,2026-06-20,checking,Target,shopping,-100.42
TXN00469,CUST0076,2026-06-22,checking,Netflix,entertainment,-194.65
TXN00466,CUST0076,2026-06-23,checking,Delta Airlines,travel,-190.2
TXN00467,CUST0076,2026-06-24,savings,CVS Pharmacy,health,-181.51
TXN00464,CUST0076,2026-06-26,checking,Uber,transport,-104.37
TXN00475,CUST0077,2026-05-18,checking,Amazon,shopping,-211.0
TXN00477,CUST0077,2026-05-30,checking,Delta Airlines,travel,-237.22
TXN00472,CUST0077,2026-06-03,checking,Target,shopping,-178.03
TXN00476,CUST0077,2026-06-07,checking,Kroger,groceries,-34.19
TXN00474,CUST0077,2026-06-08,checking,Uber,transport,-183.14
TXN00473,CUST0077,2026-06-18,savings,Direct Deposit - Payroll,income,2442.34
TXN00479,CUST0078,2026-05-18,checking,Walmart,shopping,-31.79
TXN00478,CUST0078,2026-05-26,checking,Duke Energy,utilities,-28.51
TXN00480,CUST0078,2026-06-02,checking,Netflix,entertainment,-51.51
TXN00483,CUST0079,2026-05-18,checking,Amazon,shopping,-75.35
TXN00482,CUST0079,2026-06-19,checking,Target,shopping,-200.97
TXN00481,CUST0079,2026-06-29,savings,Duke Energy,utilities,-112.21
TXN00488,CUST0080,2026-05-18,checking,Shell Gas,gas,-205.3
TXN00490,CUST0080,2026-05-22,checking,Home Depot,home,-100.78
TXN00484,CUST0080,2026-05-27,checking,Duke Energy,utilities,-219.35
TXN00486,CUST0080,2026-05-30,checking,Kroger,groceries,-248.64
TXN00485,CUST0080,2026-06-02,checking,Home Depot,home,-70.1
TXN00491,CUST0080,2026-06-17,checking,Delta Airlines,travel,-85.0
TXN00489,CUST0080,2026-06-20,checking,Uber,transport,-121.04
TXN00487,CUST0080,2026-06-28,checking,Delta Airlines,travel,-11.78
TXN00492,CUST0080,2026-06-28,savings,Starbucks,dining,-148.95
TXN00496,CUST0081,2026-05-23,checking,Kroger,groceries,-219.56
TXN00493,CUST0081,2026-06-09,checking,Amazon,shopping,-182.9
TXN00494,CUST0081,2026-06-10,checking,Uber,transport,-234.6
TXN00498,CUST0081,2026-06-14,checking,Starbucks,dining,-19.62
TXN00495,CUST0081,2026-06-16,checking,Kroger,groceries,-122.93
TXN00497,CUST0081,2026-06-21,checking,Kroger,groceries,-182.83
TXN00501,CUST0082,2026-05-25,checking,Duke Energy,utilities,-108.86
TXN00505,CUST0082,2026-05-26,savings,Delta Airlines,travel,-64.32
TXN00504,CUST0082,2026-06-07,savings,Starbucks,dining,-88.01
TXN00506,CUST0082,2026-06-09,checking,Home Depot,home,-18.87
TXN00502,CUST0082,2026-06-15,checking,CVS Pharmacy,health,-198.81
TXN00499,CUST0082,2026-06-22,checking,Uber,transport,-147.77
TXN00500,CUST0082,2026-06-24,checking,Home Depot,home,-141.91
TXN00503,CUST0082,2026-06-26,checking,Duke Energy,utilities,-38.72
TXN00509,CUST0083,2026-05-19,checking,Amazon,shopping,-5.78
TXN00512,CUST0083,2026-05-26,checking,Home Depot,home,-182.76
TXN00507,CUST0083,2026-06-07,savings,Direct Deposit - Payroll,income,2162.93
TXN00508,CUST0083,2026-06-08,checking,Direct Deposit - Payroll,income,1669.63
TXN00510,CUST0083,2026-06-11,checking,Target,shopping,-101.43
TXN00511,CUST0083,2026-06-11,checking,Direct Deposit - Payroll,income,1332.65
TXN00514,CUST0083,2026-06-11,savings,Uber,transport,-147.89
TXN00513,CUST0083,2026-06-18,savings,CVS Pharmacy,health,-87.75
TXN00522,CUST0084,2026-05-25,checking,Amazon,shopping,-23.51
TXN00520,CUST0084,2026-05-29,checking,Target,shopping,-152.31
TXN00516,CUST0084,2026-05-30,savings,Home Depot,home,-20.67
TXN00515,CUST0084,2026-06-03,checking,Target,shopping,-194.51
TXN00519,CUST0084,2026-06-05,checking,Netflix,entertainment,-57.71
TXN00518,CUST0084,2026-06-13,checking,Delta Airlines,travel,-44.48
TXN00517,CUST0084,2026-06-14,savings,Walmart,shopping,-71.86
TXN00521,CUST0084,2026-06-27,checking,CVS Pharmacy,health,-63.47
TXN00523,CUST0085,2026-05-27,checking,Home Depot,home,-50.29
TXN00528,CUST0085,2026-05-30,checking,Shell Gas,gas,-86.29
TXN00526,CUST0085,2026-06-09,checking,CVS Pharmacy,health,-154.01
TXN00530,CUST0085,2026-06-10,savings,Kroger,groceries,-142.78
TXN00527,CUST0085,2026-06-28,checking,Amazon,shopping,-105.91
TXN00524,CUST0085,2026-06-29,savings,CVS Pharmacy,health,-161.41
TXN00525,CUST0085,2026-06-29,checking,Netflix,entertainment,-217.46
TXN00529,CUST0085,2026-06-30,checking,Uber,transport,-235.3
TXN00533,CUST0086,2026-06-07,checking,Delta Airlines,travel,-26.11
TXN00531,CUST0086,2026-06-09,checking,Chipotle,dining,-182.14
TXN00532,CUST0086,2026-06-21,checking,Amazon,shopping,-42.42
TXN00536,CUST0087,2026-05-16,checking,Netflix,entertainment,-67.43
TXN00534,CUST0087,2026-05-26,checking,Walmart,shopping,-148.77
TXN00538,CUST0087,2026-06-01,checking,CVS Pharmacy,health,-244.44
TXN00535,CUST0087,2026-06-09,checking,Amazon,shopping,-151.99
TXN00537,CUST0087,2026-06-11,checking,Target,shopping,-194.89
TXN00539,CUST0087,2026-06-13,checking,Delta Airlines,travel,-132.74
TXN00541,CUST0087,2026-06-21,checking,CVS Pharmacy,health,-244.31
TXN00540,CUST0087,2026-06-24,checking,Amazon,shopping,-141.3
TXN00542,CUST0087,2026-06-25,checking,CVS Pharmacy,health,-190.12
TXN00544,CUST0088,2026-05-23,checking,Netflix,entertainment,-48.73
TXN00543,CUST0088,2026-05-29,checking,Uber,transport,-18.8
TXN00545,CUST0088,2026-06-20,checking,Walmart,shopping,-226.1
TXN00546,CUST0089,2026-05-30,checking,Walmart,shopping,-63.68
TXN00547,CUST0089,2026-06-06,checking,Netflix,entertainment,-88.68
TXN00548,CUST0089,2026-06-29,checking,Target,shopping,-198.3
TXN00549,CUST0090,2026-05-20,checking,CVS Pharmacy,health,-20.1
TXN00551,CUST0090,2026-06-06,checking,Netflix,entertainment,-104.84
TXN00552,CUST0090,2026-06-14,checking,CVS Pharmacy,health,-59.12
TXN00550,CUST0090,2026-06-27,checking,Direct Deposit - Payroll,income,2928.12
TXN00555,CUST0091,2026-05-25,savings,Starbucks,dining,-126.66
TXN00553,CUST0091,2026-06-08,checking,Starbucks,dining,-63.49
TXN00554,CUST0091,2026-06-13,checking,Netflix,entertainment,-108.7
TXN00559,CUST0092,2026-06-02,checking,Amazon,shopping,-154.12
TXN00556,CUST0092,2026-06-13,savings,Target,shopping,-217.84
TXN00558,CUST0092,2026-06-15,checking,Walmart,shopping,-218.54
TXN00560,CUST0092,2026-06-17,checking,Netflix,entertainment,-221.18
TXN00557,CUST0092,2026-06-25,checking,AT&T,utilities,-77.82
TXN00568,CUST0093,2026-05-17,checking,Uber,transport,-198.86
TXN00566,CUST0093,2026-05-19,checking,Shell Gas,gas,-161.97
TXN00565,CUST0093,2026-06-05,checking,Shell Gas,gas,-118.26
TXN00564,CUST0093,2026-06-08,savings,Amazon,shopping,-41.1
TXN00562,CUST0093,2026-06-11,savings,Chipotle,dining,-248.73
TXN00561,CUST0093,2026-06-19,checking,Kroger,groceries,-216.38
TXN00567,CUST0093,2026-06-28,checking,Home Depot,home,-86.57
TXN00563,CUST0093,2026-06-30,checking,CVS Pharmacy,health,-31.44
TXN00569,CUST0094,2026-05-25,checking,Kroger,groceries,-150.41
TXN00571,CUST0094,2026-06-23,checking,Direct Deposit - Payroll,income,2957.14
TXN00570,CUST0094,2026-06-27,checking,Chipotle,dining,-183.21
TXN00581,CUST0095,2026-05-16,savings,Chipotle,dining,-219.02
TXN00580,CUST0095,2026-05-17,checking,Target,shopping,-139.01
TXN00579,CUST0095,2026-05-20,checking,Starbucks,dining,-173.28
TXN00573,CUST0095,2026-05-27,checking,CVS Pharmacy,health,-159.77
TXN00574,CUST0095,2026-05-30,savings,Delta Airlines,travel,-134.36
TXN00578,CUST0095,2026-06-07,checking,Delta Airlines,travel,-198.22
TXN00572,CUST0095,2026-06-16,checking,Amazon,shopping,-4.63
TXN00575,CUST0095,2026-06-16,checking,Direct Deposit - Payroll,income,3140.98
TXN00577,CUST0095,2026-06-18,checking,Starbucks,dining,-241.72
TXN00576,CUST0095,2026-06-30,checking,Home Depot,home,-177.08
TXN00587,CUST0096,2026-05-22,checking,Duke Energy,utilities,-32.58
TXN00583,CUST0096,2026-06-04,checking,Amazon,shopping,-98.81
TXN00588,CUST0096,2026-06-05,checking,AT&T,utilities,-180.24
TXN00582,CUST0096,2026-06-06,checking,Chipotle,dining,-136.84
TXN00585,CUST0096,2026-06-14,checking,Netflix,entertainment,-231.87
TXN00586,CUST0096,2026-06-15,checking,Home Depot,home,-96.73
TXN00584,CUST0096,2026-06-30,checking,AT&T,utilities,-249.6
TXN00590,CUST0097,2026-05-20,savings,Target,shopping,-4.23
TXN00591,CUST0097,2026-05-27,checking,Duke Energy,utilities,-88.22
TXN00593,CUST0097,2026-05-28,checking,Walmart,shopping,-100.81
TXN00596,CUST0097,2026-05-31,checking,Direct Deposit - Payroll,income,1729.86
TXN00592,CUST0097,2026-06-06,checking,Chipotle,dining,-158.86
TXN00589,CUST0097,2026-06-10,checking,CVS Pharmacy,health,-139.04
TXN00594,CUST0097,2026-06-10,checking,Starbucks,dining,-170.59
TXN00595,CUST0097,2026-06-16,checking,Shell Gas,gas,-137.59
TXN00601,CUST0098,2026-05-20,checking,Amazon,shopping,-207.55
TXN00598,CUST0098,2026-05-28,savings,Shell Gas,gas,-134.07
TXN00600,CUST0098,2026-06-01,checking,CVS Pharmacy,health,-206.18
TXN00603,CUST0098,2026-06-04,savings,Duke Energy,utilities,-109.3
TXN00602,CUST0098,2026-06-07,savings,Duke Energy,utilities,-83.2
TXN00604,CUST0098,2026-06-07,checking,Amazon,shopping,-96.29
TXN00599,CUST0098,2026-06-15,checking,Netflix,entertainment,-204.08
TXN00597,CUST0098,2026-06-21,checking,Delta Airlines,travel,-144.39
TXN00609,CUST0099,2026-05-22,checking,Walmart,shopping,-166.43
TXN00612,CUST0099,2026-05-27,checking,Kroger,groceries,-79.41
TXN00605,CUST0099,2026-06-02,checking,CVS Pharmacy,health,-132.25
TXN00606,CUST0099,2026-06-02,checking,CVS Pharmacy,health,-101.3
TXN00610,CUST0099,2026-06-14,checking,Walmart,shopping,-201.18
TXN00611,CUST0099,2026-06-14,checking,Kroger,groceries,-4.2
TXN00607,CUST0099,2026-06-19,checking,Home Depot,home,-160.12
TXN00608,CUST0099,2026-06-22,checking,AT&T,utilities,-5.46
TXN00616,CUST0100,2026-05-16,checking,Uber,transport,-230.45
TXN00613,CUST0100,2026-06-02,checking,Direct Deposit - Payroll,income,1683.66
TXN00615,CUST0100,2026-06-12,checking,Netflix,entertainment,-239.76
TXN00617,CUST0100,2026-06-12,checking,Target,shopping,-14.27
TXN00618,CUST0100,2026-06-14,checking,Chipotle,dining,-153.43
TXN00619,CUST0100,2026-06-22,checking,Walmart,shopping,-213.03
TXN00614,CUST0100,2026-06-25,checking,Shell Gas,gas,-125.37
TXN00620,CUST0101,2026-05-19,checking,Duke Energy,utilities,-95.6
TXN00622,CUST0101,2026-05-20,checking,Chipotle,dining,-106.02
TXN00623,CUST0101,2026-05-25,checking,AT&T,utilities,-30.52
TXN00621,CUST0101,2026-06-02,checking,Netflix,entertainment,-21.41
TXN00624,CUST0101,2026-06-03,savings,Target,shopping,-176.43
TXN00625,CUST0101,2026-06-26,savings,Chipotle,dining,-47.35
TXN00633,CUST0102,2026-05-26,checking,Home Depot,home,-216.3
TXN00627,CUST0102,2026-05-27,checking,CVS Pharmacy,health,-53.26
TXN00628,CUST0102,2026-06-09,savings,Kroger,groceries,-76.32
TXN00631,CUST0102,2026-06-17,checking,Shell Gas,gas,-212.65
TXN00632,CUST0102,2026-06-18,checking,Uber,transport,-206.7
TXN00635,CUST0102,2026-06-21,checking,Chipotle,dining,-218.5
TXN00634,CUST0102,2026-06-22,checking,Home Depot,home,-211.53
TXN00629,CUST0102,2026-06-25,checking,AT&T,utilities,-117.13
TXN00626,CUST0102,2026-06-30,checking,Chipotle,dining,-129.9
TXN00630,CUST0102,2026-06-30,checking,Netflix,entertainment,-144.47
TXN00638,CUST0103,2026-05-26,checking,Chipotle,dining,-215.28
TXN00642,CUST0103,2026-06-01,checking,Kroger,groceries,-164.45
TXN00640,CUST0103,2026-06-03,checking,Starbucks,dining,-217.23
TXN00643,CUST0103,2026-06-07,checking,CVS Pharmacy,health,-147.61
TXN00637,CUST0103,2026-06-10,checking,Delta Airlines,travel,-68.54
TXN00636,CUST0103,2026-06-19,checking,Walmart,shopping,-245.63
TXN00641,CUST0103,2026-06-22,checking,Duke Energy,utilities,-79.02
TXN00639,CUST0103,2026-06-27,checking,Chipotle,dining,-107.37
TXN00644,CUST0104,2026-05-19,checking,Netflix,entertainment,-177.9
TXN00650,CUST0104,2026-05-21,checking,Direct Deposit - Payroll,income,1560.27
TXN00648,CUST0104,2026-05-22,checking,Home Depot,home,-243.4
TXN00649,CUST0104,2026-06-17,checking,Target,shopping,-183.04
TXN00647,CUST0104,2026-06-18,checking,Starbucks,dining,-112.02
TXN00645,CUST0104,2026-06-26,checking,Kroger,groceries,-6.09
TXN00651,CUST0104,2026-06-26,checking,Shell Gas,gas,-216.21
TXN00646,CUST0104,2026-06-28,savings,Chipotle,dining,-206.55
TXN00657,CUST0105,2026-05-16,checking,Chipotle,dining,-209.06
TXN00659,CUST0105,2026-06-02,checking,Direct Deposit - Payroll,income,1283.51
TXN00660,CUST0105,2026-06-10,checking,Starbucks,dining,-219.18
TXN00653,CUST0105,2026-06-12,checking,Target,shopping,-181.23
TXN00661,CUST0105,2026-06-14,checking,Home Depot,home,-41.88
TXN00652,CUST0105,2026-06-20,checking,Amazon,shopping,-181.43
TXN00654,CUST0105,2026-06-21,checking,AT&T,utilities,-210.22
TXN00655,CUST0105,2026-06-24,savings,AT&T,utilities,-54.9
TXN00656,CUST0105,2026-06-27,checking,Target,shopping,-196.93
TXN00658,CUST0105,2026-06-27,checking,Direct Deposit - Payroll,income,2049.15
TXN00662,CUST0106,2026-05-19,checking,Delta Airlines,travel,-41.37
TXN00664,CUST0106,2026-05-27,checking,Amazon,shopping,-58.95
TXN00669,CUST0106,2026-05-30,checking,Target,shopping,-188.59
TXN00663,CUST0106,2026-06-06,checking,Netflix,entertainment,-12.1
TXN00668,CUST0106,2026-06-12,savings,CVS Pharmacy,health,-133.48
TXN00667,CUST0106,2026-06-17,checking,Duke Energy,utilities,-165.74
TXN00665,CUST0106,2026-06-19,checking,Home Depot,home,-118.26
TXN00666,CUST0106,2026-06-28,checking,Chipotle,dining,-102.74
TXN00670,CUST0107,2026-05-23,checking,Netflix,entertainment,-216.54
TXN00673,CUST0107,2026-05-23,savings,Uber,transport,-11.97
TXN00672,CUST0107,2026-06-16,checking,Target,shopping,-223.69
TXN00671,CUST0107,2026-06-22,checking,Uber,transport,-25.75
TXN00674,CUST0108,2026-05-19,checking,Kroger,groceries,-236.32
TXN00675,CUST0108,2026-06-02,checking,Starbucks,dining,-85.95
TXN00676,CUST0108,2026-06-19,checking,Target,shopping,-186.62
TXN00677,CUST0108,2026-06-26,checking,Shell Gas,gas,-77.37
TXN00680,CUST0109,2026-05-17,checking,Delta Airlines,travel,-105.6
TXN00687,CUST0109,2026-05-25,checking,Shell Gas,gas,-64.51
TXN00686,CUST0109,2026-05-27,checking,Shell Gas,gas,-70.54
TXN00682,CUST0109,2026-06-07,checking,Walmart,shopping,-184.62
TXN00684,CUST0109,2026-06-11,checking,Duke Energy,utilities,-209.85
TXN00685,CUST0109,2026-06-15,checking,Amazon,shopping,-30.21
TXN00678,CUST0109,2026-06-20,checking,Shell Gas,gas,-31.79
TXN00681,CUST0109,2026-06-26,checking,Amazon,shopping,-209.95
TXN00679,CUST0109,2026-06-28,checking,Uber,transport,-12.83
TXN00683,CUST0109,2026-06-30,checking,Amazon,shopping,-26.15
TXN00688,CUST0110,2026-06-12,checking,Delta Airlines,travel,-237.55
TXN00689,CUST0110,2026-06-15,checking,Chipotle,dining,-247.06
TXN00690,CUST0110,2026-06-24,savings,Home Depot,home,-127.44
TXN00691,CUST0111,2026-05-17,savings,Shell Gas,gas,-124.15
TXN00692,CUST0111,2026-06-25,checking,Uber,transport,-186.95
TXN00693,CUST0111,2026-06-29,checking,AT&T,utilities,-210.9
TXN00700,CUST0112,2026-05-24,checking,Walmart,shopping,-190.75
TXN00694,CUST0112,2026-05-25,checking,Chipotle,dining,-30.96
TXN00696,CUST0112,2026-05-29,checking,Netflix,entertainment,-194.64
TXN00701,CUST0112,2026-06-04,checking,Direct Deposit - Payroll,income,1834.96
TXN00699,CUST0112,2026-06-11,checking,Uber,transport,-46.98
TXN00702,CUST0112,2026-06-15,checking,AT&T,utilities,-25.66
TXN00695,CUST0112,2026-06-17,checking,Direct Deposit - Payroll,income,2527.78
TXN00698,CUST0112,2026-06-17,checking,Uber,transport,-28.13
TXN00697,CUST0112,2026-06-26,checking,Home Depot,home,-206.06
TXN00707,CUST0113,2026-05-23,checking,AT&T,utilities,-20.98
TXN00706,CUST0113,2026-05-28,savings,AT&T,utilities,-13.28
TXN00703,CUST0113,2026-06-08,checking,Home Depot,home,-45.12
TXN00704,CUST0113,2026-06-16,checking,AT&T,utilities,-52.76
TXN00705,CUST0113,2026-06-30,checking,CVS Pharmacy,health,-244.09
TXN00711,CUST0114,2026-05-17,checking,AT&T,utilities,-37.2
TXN00710,CUST0114,2026-05-18,checking,Uber,transport,-241.57
TXN00708,CUST0114,2026-06-07,savings,Netflix,entertainment,-16.38
TXN00709,CUST0114,2026-06-08,checking,AT&T,utilities,-164.13
TXN00712,CUST0115,2026-05-18,checking,Direct Deposit - Payroll,income,2132.31
TXN00718,CUST0115,2026-05-18,checking,Direct Deposit - Payroll,income,3016.24
TXN00713,CUST0115,2026-05-21,checking,Uber,transport,-98.91
TXN00714,CUST0115,2026-05-24,savings,AT&T,utilities,-130.19
TXN00717,CUST0115,2026-06-15,checking,Netflix,entertainment,-116.64
TXN00716,CUST0115,2026-06-16,checking,AT&T,utilities,-65.99
TXN00715,CUST0115,2026-06-26,checking,Delta Airlines,travel,-159.6
TXN00721,CUST0116,2026-05-18,savings,Chipotle,dining,-60.17
TXN00719,CUST0116,2026-05-21,checking,Chipotle,dining,-101.12
TXN00720,CUST0116,2026-06-06,checking,CVS Pharmacy,health,-88.29
TXN00729,CUST0117,2026-05-18,checking,Delta Airlines,travel,-33.69
TXN00728,CUST0117,2026-05-19,checking,Amazon,shopping,-112.74
TXN00726,CUST0117,2026-05-22,checking,Shell Gas,gas,-211.76
TXN00724,CUST0117,2026-05-23,checking,Direct Deposit - Payroll,income,2037.31
TXN00722,CUST0117,2026-06-11,checking,CVS Pharmacy,health,-209.73
TXN00727,CUST0117,2026-06-13,checking,Kroger,groceries,-25.64
TXN00725,CUST0117,2026-06-17,checking,Starbucks,dining,-86.51
TXN00723,CUST0117,2026-06-23,checking,Kroger,groceries,-152.54
TXN00732,CUST0118,2026-06-05,savings,Walmart,shopping,-154.12
TXN00730,CUST0118,2026-06-13,checking,Chipotle,dining,-49.29
TXN00731,CUST0118,2026-06-16,savings,Walmart,shopping,-93.14
TXN00739,CUST0119,2026-05-19,savings,Amazon,shopping,-223.88
TXN00733,CUST0119,2026-05-23,checking,Target,shopping,-219.55
TXN00737,CUST0119,2026-05-26,checking,Home Depot,home,-28.82
TXN00734,CUST0119,2026-06-05,savings,Netflix,entertainment,-242.19
TXN00738,CUST0119,2026-06-06,savings,Home Depot,home,-130.41
TXN00736,CUST0119,2026-06-14,checking,Netflix,entertainment,-203.11
TXN00735,CUST0119,2026-06-24,checking,Delta Airlines,travel,-213.96
TXN00742,CUST0120,2026-05-18,checking,CVS Pharmacy,health,-132.46
TXN00744,CUST0120,2026-05-18,savings,Home Depot,home,-18.02
TXN00741,CUST0120,2026-05-21,checking,Starbucks,dining,-166.65
TXN00748,CUST0120,2026-05-24,savings,Direct Deposit - Payroll,income,1489.05
TXN00745,CUST0120,2026-05-29,checking,Shell Gas,gas,-114.14
TXN00746,CUST0120,2026-06-01,checking,Direct Deposit - Payroll,income,2414.15
TXN00743,CUST0120,2026-06-07,savings,Kroger,groceries,-126.54
TXN00740,CUST0120,2026-06-13,checking,Shell Gas,gas,-85.46
TXN00747,CUST0120,2026-06-30,savings,Kroger,groceries,-122.69
TXN00751,CUST0121,2026-05-20,checking,Kroger,groceries,-244.63
TXN00750,CUST0121,2026-05-27,checking,CVS Pharmacy,health,-75.63
TXN00749,CUST0121,2026-06-13,checking,Chipotle,dining,-149.03
TXN00752,CUST0122,2026-05-30,savings,AT&T,utilities,-161.3
TXN00753,CUST0122,2026-06-10,checking,Home Depot,home,-226.1
TXN00755,CUST0122,2026-06-18,checking,AT&T,utilities,-223.86
TXN00754,CUST0122,2026-06-27,checking,Amazon,shopping,-125.96
TXN00756,CUST0123,2026-05-18,checking,Amazon,shopping,-132.05
TXN00757,CUST0123,2026-06-06,savings,Starbucks,dining,-148.47
TXN00758,CUST0123,2026-06-19,savings,AT&T,utilities,-240.68
TXN00760,CUST0124,2026-05-18,savings,Walmart,shopping,-103.16
